No.,Time,Source,Destination,Protocol,Length,HID Data,HID DataRA,
2488,9.724555,host,1.45.1,USB,27,,,
2489,9.724877,host,1.45.1,USB,91,40fa0001029700384c05fa80021ce7800020426460a2fc0b9114876c436c131000e0681191140000d114076d70100131403a40b321b30e086094203b0a080033,40fa0001029700384c05fa80021ce7800020426460a2fc0b9114876c436c131000e0681191140000d114076d70100131403a40b321b30e086094203b0a080033,
2490,9.727563,1.45.1,host,USB,27,,,
2495,9.744542,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2496,9.744557,host,1.45.1,USB,27,,,
2497,9.744787,host,1.45.1,USB,91,40fa0001029800384c05fa80021d1829104081002340a0002040948d64fa0b91144094251000e04d116094403bff0b91140000c000004000c800301400003045,40fa0001029800384c05fa80021d1829104081002340a0002040948d64fa0b91144094251000e04d116094403bff0b91140000c000004000c800301400003045,
2500,9.747542,1.45.1,host,USB,27,,,
2505,9.764547,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2506,9.764572,host,1.45.1,USB,27,,,
2507,9.764803,host,1.45.1,USB,91,40fa0001029900384c05fa80021d4910114071480d920f480f400c6c0db23c7800008000004054130133219203c4204020c42324026c61b261920c6801b23c78,40fa0001029900384c05fa80021d4910114071480d920f480f400c6c0db23c7800008000004054130133219203c4204020c42324026c61b261920c6801b23c78,
2508,9.76756,1.45.1,host,USB,27,,,
2509,9.784546,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2510,9.784567,host,1.45.1,USB,27,,,
2511,9.78497,host,1.45.1,USB,91,40fa0001029a00384c05fa80021d7a00004e130133c07000920c6c00b23c780000013303c420406a1300b33c7860146214681302304c93806c4cb301314c9342,40fa0001029a00384c05fa80021d7a00004e130133c07000920c6c00b23c780000013303c420406a1300b33c7860146214681302304c93806c4cb301314c9342,
2512,9.787558,1.45.1,host,USB,27,,,
2513,9.805543,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2514,9.805558,host,1.45.1,USB,27,,,
2515,9.805616,host,1.45.1,USB,91,40fa0001029b00384c05fa80021dabe402304cb34793846c47b3479342e4013047b34793806c47b3479342e4023047b379124193846c41b3419342e4013041b3,40fa0001029b00384c05fa80021dabe402304cb34793846c47b3479342e4013047b34793806c47b3479342e4023047b379124193846c41b3419342e4013041b3,
2516,9.807551,1.45.1,host,USB,27,,,
2517,9.825545,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2518,9.825561,host,1.45.1,USB,27,,,
2519,9.82565,host,1.45.1,USB,91,40fa0001029c00384c05fa80021ddc4193b03a41b34193903a41b36314611460146214d01474120132003040a36e12419342ec020041b3419342e4023041b300,40fa0001029c00384c05fa80021ddc4193b03a41b34193903a41b36314611460146214d01474120132003040a36e12419342ec020041b3419342e4023041b300,
2520,9.82757,1.45.1,host,USB,27,,,
2521,9.845545,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2522,9.845561,host,1.45.1,USB,27,,,
2523,9.845937,host,1.45.1,USB,91,40fa0001029d00384c05fa80021e0de00418eed900200114631461140000601462146412419342ec040041b3419342e4043041b3631461140000601462147d11,40fa0001029d00384c05fa80021e0de00418eed900200114631461140000601462146412419342ec040041b3419342e4043041b3631461140000601462147d11,
2524,9.847555,1.45.1,host,USB,27,,,
2525,9.865551,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2526,9.865578,host,1.45.1,USB,27,,,
2527,9.865701,host,1.45.1,USB,91,40fa0001029e00384c05fa80021e3e419342ec080041b3419342e4083041b363146114000060146214d214241400333a116edc0300003361b862b863b8609161,40fa0001029e00384c05fa80021e3e419342ec080041b3419342e4083041b363146114000060146214d214241400333a116edc0300003361b862b863b8609161,
2528,9.867556,1.45.1,host,USB,27,,,
2529,9.88657,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2530,9.886601,host,1.45.1,USB,27,,,
2531,9.886919,host,1.45.1,USB,91,40fa0001029f00384c05fa80021e6fb861986c4b63e40f206edc0300619863e40120403b1a0c4f11013300eafd0761b282e40b000d04649162b86ed80300032b,40fa0001029f00384c05fa80021e6fb861986c4b63e40f206edc0300619863e40120403b1a0c4f11013300eafd0761b282e40b000d04649162b86ed80300032b,
2532,9.887556,1.45.1,host,USB,27,,,
2545,9.906555,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2546,9.906589,host,1.45.1,USB,27,,,
2547,9.906667,host,1.45.1,USB,91,40fa000102a000384c05fa80021ea0cc746edc0300648acd740c64b90c6ed80300cc74033bf00b619863e41020403b5a0c611143934a42e2c780285c0c4393b6,40fa000102a000384c05fa80021ea0cc746edc0300648acd740c64b90c6ed80300cc74033bf00b619863e41020403b5a0c611143934a42e2c780285c0c4393b6,
2548,9.907566,1.45.1,host,USB,27,,,
2549,9.926551,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2550,9.926577,host,1.45.1,USB,27,,,
2551,9.92706,host,1.45.1,USB,91,40fa000102a100384c05fa80021ed13a43b366936843704b63b86398403b210c003359103a104c60209122b80c5a2298447420a0225b029800c48070486000a1,40fa000102a100384c05fa80021ed13a43b366936843704b63b86398403b210c003359103a104c60209122b80c5a2298447420a0225b029800c48070486000a1,
2552,9.931572,1.45.1,host,USB,27,,,
2553,9.946547,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2554,9.946562,host,1.45.1,USB,27,,,
2555,9.946613,host,1.45.1,USB,91,40fa000102a200384c05fa80021f02265b029800c44070486000a12a5b02984860184800a103232398cd744c64e30f49106392963b63b2461012040000800000,40fa000102a200384c05fa80021f02265b029800c44070486000a12a5b02984860184800a103232398cd744c64e30f49106392963b63b2461012040000800000,
2556,9.94756,1.45.1,host,USB,27,,,
2557,9.966569,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2558,9.966595,host,1.45.1,USB,27,,,
2559,9.967033,host,1.45.1,USB,91,40fa000102a300384c05fa80021f334000e100e080e100e00001004020000030400200402c00003000d00030013362dc0322003364aa003361b27c13489342ec,40fa000102a300384c05fa80021f334000e100e080e100e00001004020000030400200402c00003000d00030013362dc0322003364aa003361b27c13489342ec,
2560,9.971564,1.45.1,host,USB,27,,,
2561,9.987576,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2562,9.987605,host,1.45.1,USB,27,,,
2563,9.988012,host,1.45.1,USB,91,40fa000102a400384c05fa80021f64040048b3479342ec010047b300e01e180414eed90220a1988098031463146114649362b852136ed80300403b120c648acd,40fa000102a400384c05fa80021f64040048b3479342ec010047b300e01e180414eed90220a1988098031463146114649362b852136ed80300403b120c648acd,
2564,9.991583,1.45.1,host,USB,27,,,
2565,10.007555,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2566,10.00758,host,1.45.1,USB,27,,,
2567,10.008331,host,1.45.1,USB,91,40fa000102a500384c05fa80021f957401ea00084c640c08648acd74225b457424aa22e40b0002980074c46000a32ed8030001334c641208648acd7401ea0008,40fa000102a500384c05fa80021f957401ea00084c640c08648acd74225b457424aa22e40b0002980074c46000a32ed8030001334c641208648acd7401ea0008,
2568,10.011552,1.45.1,host,USB,27,,,
2569,10.02757,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2570,10.027614,host,1.45.1,USB,27,,,
2571,10.027746,host,1.45.1,USB,91,40fa000102a600384c05fa80021fc64c640c08648acd74225b457424aa0013229801c48170c06020a32ed8030002334c641208648acd7401ea00084c640c0864,40fa000102a600384c05fa80021fc64c640c08648acd74225b457424aa0013229801c48170c06020a32ed8030002334c641208648acd7401ea00084c640c0864,
2572,10.031565,1.45.1,host,USB,27,,,
2573,10.04755,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2574,10.047564,host,1.45.1,USB,27,,,
2575,10.047947,host,1.45.1,USB,91,40fa000102a700384c05fa80021ff78acd74225b457424aa1512229801c44170c06020a3701201340793106c07b32893506c28b39a07648acd74a25b5575a4aa,40fa000102a700384c05fa80021ff78acd74225b457424aa1512229801c44170c06020a3701201340793106c07b32893506c28b39a07648acd74a25b5575a4aa,
2576,10.051569,1.45.1,host,USB,27,,,
2577,10.068551,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2578,10.068565,host,1.45.1,USB,27,,,
2579,10.068679,host,1.45.1,USB,91,40fa000102a800384c05fa80022028d060a2985475a0a3648acd74a25b5575a4aad060a29805c48570a0a3648acd74a25b5575a4aad060a29805c44570a0a364,40fa000102a800384c05fa80022028d060a2985475a0a3648acd74a25b5575a4aad060a29805c48570a0a3648acd74a25b5575a4aad060a29805c44570a0a364,
2580,10.071549,1.45.1,host,USB,27,,,
2581,10.088557,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2582,10.088586,host,1.45.1,USB,27,,,
2583,10.088897,host,1.45.1,USB,91,40fa000102a900384c05fa800220598acd74a25b5575a4aad060a298b84da0a32207601462145a1160927843e3c78028fc0f7511013243dc04227611419342ec,40fa000102a900384c05fa800220598acd74a25b5575a4aad060a298b84da0a32207601462145a1160927843e3c78028fc0f7511013243dc04227611419342ec,
2584,10.091567,1.45.1,host,USB,27,,,
2585,10.108576,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2586,10.10861,host,1.45.1,USB,27,,,
2592,10.109562,host,1.45.1,USB,91,40fa000102aa00384c05fa8002208a400041b3419342e4403041b363146114000060146214501165927f43403b160c659263e4013065b200ea27056711248b45,40fa000102aa00384c05fa8002208a400041b3419342e4403041b363146114000060146214501165927f43403b160c659263e4013065b200ea27056711248b45,
2600,10.111586,1.45.1,host,USB,27,,,
2601,10.128578,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2602,10.128613,host,1.45.1,USB,27,,,
2603,10.129077,host,1.45.1,USB,91,40fa000102ab00384c05fa800220bb7404641b08248b45740259017404ab0b23448288744c6040a1431160927e43e3c78028090c609263e4023060b201327a10,40fa000102ab00384c05fa800220bb7404641b08248b45740259017404ab0b23448288744c6040a1431160927e43e3c78028090c609263e4023060b201327a10,
2604,10.131552,1.45.1,host,USB,27,,,
2605,10.148576,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2606,10.148608,host,1.45.1,USB,27,,,
2607,10.148725,host,1.45.1,USB,91,40fa000102ac00384c05fa800220ec43dc052263146114003244abee07000060146214d0140131003000e0fb0d22ea0040609263ec001060b2eed90020011463,40fa000102ac00384c05fa800220ec43dc052263146114003244abee07000060146214d0140131003000e0fb0d22ea0040609263ec001060b2eed90020011463,
2608,10.151571,1.45.1,host,USB,27,,,
2609,10.169559,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2610,10.169582,host,1.45.1,USB,27,,,
2611,10.170058,host,1.45.1,USB,91,40fa000102ad00384c05fa8002211d146114601462146e10419342ec000441b3419342e4003441b323ea0040549342ec000854b3549342e400380e0400004002,40fa000102ad00384c05fa8002211d146114601462146e10419342ec000441b3419342e4003441b323ea0040549342ec000854b3549342e400380e0400004002,
2612,10.171575,1.45.1,host,USB,27,,,
2613,10.189556,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2614,10.18957,host,1.45.1,USB,27,,,
2615,10.189784,host,1.45.1,USB,91,40fa000102ae00384c05fa8002214e0040200000302c000030c0010040800000408001004054b3631461140000601462147f13419342ec000841b3419342e400,40fa000102ae00384c05fa8002214e0040200000302c000030c0010040800000408001004054b3631461140000601462147f13419342ec000841b3419342e400,
2616,10.191553,1.45.1,host,USB,27,,,
2617,10.209563,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2618,10.20959,host,1.45.1,USB,27,,,
2619,10.210721,host,1.45.1,USB,91,40fa000102af00384c05fa8002217f3841b363146114000060146214d01400e0e5020830ffe3d2fc0130ffe3cfefeed900200114631461146014621470134193,40fa000102af00384c05fa8002217f3841b363146114000060146214d01400e0e5020830ffe3d2fc0130ffe3cfefeed900200114631461146014621470134193,
2620,10.211562,1.45.1,host,USB,27,,,
2621,10.229565,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2622,10.229593,host,1.45.1,USB,27,,,
2623,10.230051,host,1.45.1,USB,91,40fa000102b000384c05fa800221b042ec002041b341938d3a41b363146114601462146a13419342ec004041b341938e3a41b3631461146014621465134c9342,40fa000102b000384c05fa800221b042ec002041b341938d3a41b363146114601462146a13419342ec004041b341938e3a41b3631461146014621465134c9342,
2624,10.231562,1.45.1,host,USB,27,,,
2625,10.250575,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2626,10.250601,host,1.45.1,USB,27,,,
2627,10.250709,host,1.45.1,USB,91,40fa000102b100384c05fa800221e1ec02004cb34c9342e402304cb36013419342ec008041b341938f3a41b36314611400006014621479124193b03a41b34193,40fa000102b100384c05fa800221e1ec02004cb34c9342e402304cb36013419342ec008041b341938f3a41b36314611400006014621479124193b03a41b34193,
2628,10.251575,1.45.1,host,USB,27,,,
2629,10.270576,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2630,10.270602,host,1.45.1,USB,27,,,
2631,10.270943,host,1.45.1,USB,91,40fa000102b200384c05fa80022212903a41b363146114000060146214551204046392b13b63b263926c437f4b413bf90f70124393913a43b3439342e4013043,40fa000102b200384c05fa80022212903a41b363146114000060146214551204046392b13b63b263926c437f4b413bf90f70124393913a43b3439342e4013043,
2632,10.271567,1.45.1,host,USB,27,,,
2633,10.290636,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2634,10.290671,host,1.45.1,USB,27,,,
2635,10.290973,host,1.45.1,USB,91,40fa000102b300384c05fa80022243b301326d1243dc062263146114601462146712479342ec010047b3479342e4013047b3479342ec020047b3479342e40230,40fa000102b300384c05fa80022243b301326d1243dc062263146114601462146712479342ec010047b3479342e4013047b3479342ec020047b3479342e40230,
2636,10.291633,1.45.1,host,USB,27,,,
2649,10.310574,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2650,10.310592,host,1.45.1,USB,27,,,
2651,10.311021,host,1.45.1,USB,91,40fa000102b400384c05fa8002227447b3631461140000601462147e11013243dc07227a11479342ec040047b3479342e4043047b3479342ec080047b3479342,40fa000102b400384c05fa8002227447b3631461140000601462147e11013243dc07227a11479342ec040047b3479342e4043047b3479342ec080047b3479342,
2652,10.315559,1.45.1,host,USB,27,,,
2653,10.330585,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2654,10.330616,host,1.45.1,USB,27,,,
2655,10.331033,host,1.45.1,USB,91,40fa000102b500384c05fa800222a5e4083047b3631461140000601462147111013243dc08226d114c93be3a4cb34c939e3a4cb3631461140000601462146611,40fa000102b500384c05fa800222a5e4083047b3631461140000601462147111013243dc08226d114c93be3a4cb34c939e3a4cb3631461140000601462146611,
2656,10.335585,1.45.1,host,USB,27,,,
2657,10.351564,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2658,10.351585,host,1.45.1,USB,27,,,
2659,10.351973,host,1.45.1,USB,91,40fa000102b600384c05fa800222d64193b63a41b34193963a41b36314611400006014621460114193b73a41b34193973a41b3631461140000601462145b106c,40fa000102b600384c05fa800222d64193b63a41b34193963a41b36314611400006014621460114193b73a41b34193973a41b3631461140000601462145b106c,
2660,10.355575,1.45.1,host,USB,27,,,
2661,10.371562,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2662,10.371574,host,1.45.1,USB,27,,,
2663,10.371676,host,1.45.1,USB,91,40fa000102b700384c05fa8002230792bf3b6cb26c926143614b6cb2631461146014621475104c9342ec00804cb34c938f3a4cb36d936343e3c7802805087110,40fa000102b700384c05fa8002230792bf3b6cb26c926143614b6cb2631461146014621475104c9342ec00804cb34c938f3a4cb36d936343e3c7802805087110,
2664,10.375577,1.45.1,host,USB,27,,,
2665,10.391565,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2666,10.391582,host,1.45.1,USB,27,,,
2667,10.392181,host,1.45.1,USB,91,40fa000102b800384c05fa80022338013243dc0922631461140000601462146a104c9342ec00204cb34c938d3a4cb3631461146014621463104193bb3a41b30a,40fa000102b800384c05fa80022338013243dc0922631461140000601462146a104c9342ec00204cb34c938d3a4cb3631461146014621463104193bb3a41b30a,
2668,10.39559,1.45.1,host,USB,27,,,
2669,10.411584,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2670,10.411616,host,1.45.1,USB,27,,,
2671,10.412216,host,1.45.1,USB,91,40fa000102b900384c05fa800223690400008000004000010040000200402000003041939b3a41b363146114000060146214d0145513639278437b4b503b410c,40fa000102b900384c05fa800223690400008000004000010040000200402000003041939b3a41b363146114000060146214d0145513639278437b4b503b410c,
2672,10.415563,1.45.1,host,USB,27,,,
2673,10.432589,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2674,10.432619,host,1.45.1,USB,27,,,
2675,10.433321,host,1.45.1,USB,91,40fa000102ba00384c05fa8002239a23e41d205539270c543b4d0c583b560c4e130504629263e4083062b262927c437f4b413bf80f6913419342ec200041b341,40fa000102ba00384c05fa8002239a23e41d205539270c543b4d0c583b560c4e130504629263e4083062b262927c437f4b413bf80f6913419342ec200041b341,
2676,10.435581,1.45.1,host,USB,27,,,
2677,10.452586,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2678,10.45262,host,1.45.1,USB,27,,,
2679,10.453126,host,1.45.1,USB,91,40fa000102bb00384c05fa800223cb9342e4203041b33f23639378437b4b403b04086313003241b3eed900200114631461143f1200ea270561d81414cd740c64,40fa000102bb00384c05fa800223cb9342e4203041b33f23639378437b4b403b04086313003241b3eed900200114631461143f1200ea270561d81414cd740c64,
2680,10.455562,1.45.1,host,USB,27,,,
2681,10.472588,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2682,10.472619,host,1.45.1,USB,27,,,
2683,10.473073,host,1.45.1,USB,91,40fa000102bc00384c05fa800223fc0c0861d81414cd74025b017401dc14141812c060608360a2013361b1c907741200eaff07248b45744064c20f248b457402,40fa000102bc00384c05fa800223fc0c0861d81414cd74025b017401dc14141812c060608360a2013361b1c907741200eaff07248b45744064c20f248b457402,
2684,10.475582,1.45.1,host,USB,27,,,
2685,10.492568,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2686,10.492583,host,1.45.1,USB,27,,,
2687,10.49312,host,1.45.1,USB,91,40fa000102bd00384c05fa8002242d59017404ab0b2340828874c46040a3b7076b12003244ab003241b3013243dc0b2200e0af15ac076512003243dc14140032,40fa000102bd00384c05fa8002242d59017404ab0b2340828874c46040a3b7076b12003244ab003241b3013243dc0b2200e0af15ac076512003243dc14140032,
2688,10.495593,1.45.1,host,USB,27,,,
2689,10.512567,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2690,10.512584,host,1.45.1,USB,27,,,
2691,10.512887,host,1.45.1,USB,91,40fa000102be00384c05fa8002245e41b3013243dc0c2263124083413a9f0b003240a39c07601462147b114193bc3a41b341939c3a41b3631461140000601462,40fa000102be00384c05fa8002245e41b3013243dc0c2263124083413a9f0b003240a39c07601462147b114193bc3a41b341939c3a41b3631461140000601462,
2704,10.51558,1.45.1,host,USB,27,,,
2705,10.533568,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2706,10.533583,host,1.45.1,USB,27,,,
2707,10.534266,host,1.45.1,USB,91,40fa000102bf00384c05fa8002248f145611803162d80d22c46c62dc0d2272114193846c41b3419342e4803041b3631461140000601462146f116d9374437f4b,40fa000102bf00384c05fa8002248f145611803162d80d22c46c62dc0d2272114193846c41b3419342e4803041b3631461140000601462146f116d9374437f4b,
2708,10.535564,1.45.1,host,USB,27,,,
2709,10.553574,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2710,10.553603,host,1.45.1,USB,27,,,
2711,10.554062,host,1.45.1,USB,91,40fa000102c000384c05fa800224c0413b05086911013243dc0e222a1123ea003f4c918d68bb3a4cb14c9162c443206cb161114193b53a41b34193953a41b363,40fa000102c000384c05fa800224c0413b05086911013243dc0e222a1123ea003f4c918d68bb3a4cb14c9162c443206cb161114193b53a41b34193953a41b363,
2712,10.555582,1.45.1,host,USB,27,,,
2713,10.573578,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2714,10.573628,host,1.45.1,USB,27,,,
2715,10.574613,host,1.45.1,USB,91,40fa000102c100384c05fa800224f1146114601462147f104c9342ec00014cb34c9342e400314cb322ea003f2c934968bc39bd392cb32c9341c442204cb37110,40fa000102c100384c05fa800224f1146114601462147f104c9342ec00014cb34c9342e400314cb322ea003f2c934968bc39bd392cb32c9341c442204cb37110,
2716,10.575568,1.45.1,host,USB,27,,,
2717,10.593575,1.45.1,host,USB,91,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,40ed0101ed0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
2718,10.593602,host,1.45.1,USB,27,,,
2719,10.594097,host,1.45.1,USB,91,40fa000102c200384c05fa800225224193bd3a41b341939d3a41b36314611400002c1023eaff7f4d91114001488d68806c4db14d9162c443206db13c78601462,40fa000102c200384c05fa800225224193bd3a41b341939d3a41b36314611400002c1023eaff7f4d91114001488d68806c4db14d9162c443206db13c78601462,
2720,10.595586,1.45.1,host,USB,27,,,
